,s_off,h_off,h_diag,s0,t1
0,0.38628386283862837,-0.4030274511716881,-0.9333819864106863,-0.9640229345567591,-0.8641691217246676
1,0.38043380433804336,-0.4102864195594419,-0.9305350173770337,-0.9713044064285552,-0.8396981653618917
2,0.3796687966879669,-0.40674671958276354,-0.9342713071545555,-0.971985472134013,-0.8503918306144623
3,0.3883538835388354,-0.41125023380878695,-0.9327101049663628,-0.9680243306191293,-0.8525515933537117
4,0.3891188911889119,-0.41107590824364626,-0.9304750706054704,-0.9657567738503051,-0.8502459068879894
5,0.3869138691386914,-0.40735885482044853,-0.9313626504655096,-0.9652520859982012,-0.8546984987393238
6,0.38196381963819637,-0.4098970482932285,-0.9311209097181122,-0.9703712491998701,-0.8433549329098418
7,0.38790387903879037,-0.4142596437828674,-0.9297067576876895,-0.9683425644730794,-0.8421015854427994
8,0.3921339213392134,-0.40818804827279864,-0.930064907277784,-0.961296133250745,-0.8585392034948761
9,0.38466384663846637,-0.40532846464552474,-0.9347728152902142,-0.9678170504625281,-0.8604148281429199
