,s_off,h_off,h_diag,s0,t1
0,0.8855425571755993,-0.952542743911986,-1.0405250027068869,-1.057026127060393,-0.7686897122966674
1,0.8744969136178602,-0.9412698584501333,-1.0410219981241726,-1.057506065853369,-0.7948182196118077
2,0.8518219163499967,-0.9591204112374978,-1.050805582361413,-1.0853775818576241,-0.6187498776166902
3,0.8691102751929375,-0.8870487310310035,-1.0433403304962845,-1.194070808045949,-1.0327850031898334
4,0.9336228685737176,-0.9368405097234056,-1.0582771610317478,-1.8294953201345874,-1.031802893511906
5,0.9469619739562922,-0.9728821809896249,-1.040103393778319,-1.2674154338492585,-1.0339110890170544
6,0.8667533361640742,-0.9970465251980798,-1.0657266196200692,-1.1050057363534,-0.5154357523469343
7,0.8963085267193311,-0.9394869717321199,-1.048480609780651,-1.051134047960824,-1.048335517929676
8,0.8652795055916845,-0.9730712451001984,-1.0417928821611262,-1.080194212835781,-0.5101052914239163
9,0.918542690860114,-0.9731040872322172,-1.0428486553294642,-1.0507729393594556,-0.8562100667660801
