,s_off,h_off,h_diag,s0,t1
0,0.8816554171564076,-0.9491281957355546,-1.0416887015108176,-1.0580135337717316,-0.7821271033385074
1,0.8988887403767429,-0.9424862709317932,-1.0495701642862945,-1.0590699171734028,-1.0490643252868306
2,0.8841887131213659,-0.9558041153246223,-1.0438833236647955,-1.0612989161137238,-0.7605407962738292
3,0.9114178787851082,-0.9581931841539428,-1.045446854078473,-1.0482480364293356,-0.9850031668677364
4,0.8819551432055047,-0.9323631882885444,-1.0440326477291775,-1.0501822230743278,-0.9459917396912845
5,0.8945687804649551,-0.9409776637339695,-1.0524025311458995,-1.0568488907110947,-1.0521550948341205
6,0.891175680205512,-0.9626421387605183,-1.05534383554883,-1.0670536827599517,-0.8518472430002462
7,0.9037472281446568,-0.9445533837967379,-1.043519336447107,-1.0442944792525684,-1.0281880796025638
8,0.888381411609696,-0.9410034647561223,-1.056554626624874,-1.0578149515241393,-1.0352322452304843
9,0.8950378186997482,-0.9365726157055849,-1.0414420828109947,-1.043786397821741,-0.9991166895190866
