,s_off,h_off,h_diag,s0,t1
0,0.8824817507448578,-0.9427795385778593,-1.039676769492698,-1.0531078494047243,-0.8245292244310624
1,0.8809703656202639,-0.9418703993121095,-1.0405239846638046,-1.0539211144468004,-0.8288153270887479
2,0.8993590717184063,-0.9593855768588536,-1.042600599457969,-1.0540324923952198,-0.8268507059700356
3,0.90052082742811,-0.9609887606892021,-1.0427863283918557,-1.0543294554644145,-0.8222582233838092
4,0.8809478555408108,-0.9431997174719844,-1.0411781585632869,-1.0549882444586547,-0.8229876205622596
5,0.904389861959763,-0.9617228270173193,-1.0405240184347466,-1.0513849529694514,-0.8241928422304371
6,0.8929830688801862,-0.9540977295911921,-1.0426192866006194,-1.054799194465585,-0.8271733835305045
7,0.8971600975181185,-0.9568688463152051,-1.0418754464169804,-1.0535453994351665,-0.826591605498186
8,0.9074202288909462,-0.966899280947655,-1.0431664110609709,-1.0538137645616572,-0.8237990783480925
9,0.8823176131655899,-0.9415109691202228,-1.0387216503603276,-1.0520183233850167,-0.8260427397422613
