,s_off,h_off,h_diag,s0,t1
0,0.7428657689680549,-0.7913713821656325,-0.9588993665031622,-1.0042487378159504,-0.65151957273521
1,0.765606712023053,-0.8100080893735742,-0.9695310002034923,-1.0078909858345801,-0.6805779815913818
2,0.7754788570317372,-0.825729091507958,-1.0164602139300043,-1.0375732147651435,-0.8495018326581703
3,0.7466213842509132,-0.7982671151338111,-1.0064467433823143,-1.033259912416638,-0.8216148297797047
4,0.7590729086350991,-0.801801150051634,-0.8969058424604126,-0.9656831073762078,-0.3947447000251869
5,0.7582955658100935,-0.8070456150008289,-0.9575581318529142,-1.003587668174971,-0.6227130973270768
6,0.800934265708335,-0.8510998952431719,-1.0153441158696863,-1.0363754228301927,-0.8250753009348604
7,0.7572769396492275,-0.8048552792328415,-0.9858805670393398,-1.01904020127279,-0.7458100089249395
8,0.7465441621123293,-0.7968671446602823,-0.9734856783059108,-1.0136318687900046,-0.6968414502407485
9,0.7908514844231183,-0.8377172328041573,-1.0382237277253112,-1.0475134185310515,-0.958679980912649
