,s_off,h_off,h_diag,s0,t1
0,0.7703925065263808,-0.821490616445145,-0.9743937984327582,-1.0143990150531867,-0.6659328912763951
1,0.8216064254421029,-0.8733732708410772,-1.0588717154433172,-1.0607368086195894,-1.039826939181809
2,0.7995401784117856,-0.8526662910513154,-1.001950953884978,-1.0306061888393718,-0.7447111428659449
3,0.8107884648502651,-0.8654542522797117,-0.9883223275160525,-1.0237399982272661,-0.6493688407480425
4,0.7417463476709876,-0.7915537559644694,-0.9595174962649569,-1.0053537672525668,-0.6503828262862413
5,0.8401891765781083,-0.8928481293876681,-1.0037527200906282,-1.0306553660994178,-0.6939742148138371
6,0.7950059638771583,-0.8443786826022047,-1.0191037011760107,-1.0381482965957116,-0.8523419601783089
7,0.8125741115356799,-0.8660470284133854,-0.9778808871878655,-1.0172979432212053,-0.5966830926655562
8,0.8055795378133059,-0.8607995262135046,-1.024728533458769,-1.044278593207692,-0.8431674598522967
9,0.7763504485462732,-0.8258662794740925,-0.9885399135163218,-1.0214235566384353,-0.7273595363140554
