,s_off,h_off,h_diag,s0,t1
0,0.8846028716378037,-0.9513313290304887,-1.045462830447743,-1.059530466353863,-0.8157178844330014
1,0.8908216093504894,-0.9499985653525843,-1.0398072359711323,-1.0523498311441601,-0.8225865034671178
2,0.8943720913447737,-0.9489398650613313,-1.045539043075903,-1.0528443262281155,-0.9145232471644902
3,0.8905762164260865,-0.9536478468332235,-1.039860271633847,-1.0544447249186095,-0.7878764742437266
4,0.903151561766462,-0.9494898566798098,-1.0405341065149742,-1.045646601759709,-0.9400693650384181
5,0.8957429118677365,-0.9580600644008779,-1.0449795747327684,-1.0565987753899595,-0.8337036060475993
6,0.8825427801813495,-0.9480836781743136,-1.041180280238441,-1.0566899086463917,-0.7926000820372295
7,0.8920236539969543,-0.9520873397447396,-1.042755992074087,-1.054343759183276,-0.839708470286537
8,0.8954355884308952,-0.9609921830722137,-1.045993709057402,-1.0588520677672122,-0.8129106711322364
9,0.8921481158728745,-0.9473550236421624,-1.0436853319712833,-1.0522645341086054,-0.8931722343911574
