,s_off,h_off,h_diag,s0,t1
0,0.44793447934479347,-0.47031101123325825,-0.9479070954979718,-0.9794767145630717,-0.8651076120419353
1,0.45288452884528846,-0.469755009661588,-0.9496193852866919,-0.9769354458446594,-0.8770806181231336
2,0.44419944199441996,-0.4747532911643934,-0.9516529261400586,-0.9876795239129882,-0.8580409431162846
3,0.44289442894428943,-0.4645544128859806,-0.9485924872566145,-0.9793834336005723,-0.868844433656238
4,0.43641436414364143,-0.4695758558530257,-0.9514561646691608,-0.9892911516304521,-0.8550258880958286
5,0.44338943389433894,-0.47342780822411346,-0.9491551953655726,-0.9855850196654716,-0.8546862314704102
6,0.44428944289442895,-0.4796433080935234,-0.9495238582516509,-0.9895296080549139,-0.8455490797322786
7,0.4440194401944019,-0.4785124821290351,-0.9502573593583652,-0.9894394782490264,-0.84849167638933
8,0.43686436864368644,-0.47218607383542466,-0.9465888843261436,-0.9874104954671585,-0.8424308178619752
9,0.4402394023940239,-0.47670610525080515,-0.9478510472503915,-0.9891113589402153,-0.8416900796780132
