,s_off,h_off,h_diag,s0,t1
0,0.8936531868410781,-0.9486268546995068,-1.0442407381396501,-1.0523931238769146,-0.8990761509445554
1,0.8938070449122575,-0.9555724097688999,-1.043837461179967,-1.0557621888250512,-0.831176148532053
2,0.8909614915086889,-0.9534246888362647,-1.040370661312881,-1.0543817836070324,-0.7973877640076537
3,0.8899394992401861,-0.9440589176143886,-1.0440135945849944,-1.0519238912137925,-0.9081793766206628
4,0.8946072676798199,-0.9460626198236554,-1.0483887826807876,-1.052699119510343,-0.9709034067573872
5,0.8975059924790442,-0.9492960888099026,-1.0458443293880122,-1.0514540803063888,-0.9419891261288564
6,0.8753429727087155,-0.9461067650371499,-1.0455711195942599,-1.0620339391864209,-0.7979041111311992
7,0.8828150078034785,-0.9432999550398131,-1.0446457002899456,-1.0558369500405285,-0.8648355335483042
8,0.8905892882212968,-0.9546592604537862,-1.0430256366928927,-1.0566466813244983,-0.8076574478177095
9,0.890119818770656,-0.9550072303398609,-1.0465352473901883,-1.0589500506014815,-0.8329802155976467
