,s_off,h_off,h_diag,s0,t1
0,0.8904908927454346,-0.9491480771667555,-1.0393827404994354,-1.051859506595337,-0.8239923198617616
1,0.9025565204649557,-0.9612091466846704,-1.0414421788400776,-1.0526106867171183,-0.8233802049992727
2,0.904776087956246,-0.9635047943355577,-1.0420904728636824,-1.052929674978842,-0.8252725270519834
3,0.908797703330426,-0.9670716554547889,-1.0423726332008991,-1.0527277380676099,-0.8256478235293322
4,0.897306617714319,-0.9563198418981491,-1.0410005516094325,-1.0527135544985073,-0.8245975332247943
5,0.875808147079995,-0.9367990362871691,-1.0392437520059683,-1.053435444008053,-0.8248907904191294
6,0.8962515137752631,-0.9547289538041812,-1.040499509499258,-1.0521961083796958,-0.8267162135675227
7,0.8981572574719876,-0.9576239100449591,-1.0417439971359232,-1.053320476641482,-0.8259801828080826
8,0.8908762627308543,-0.949429369083355,-1.03928170639431,-1.0517404627024696,-0.823398644140467
9,0.8908066708813481,-0.9513865358145224,-1.041557541403085,-1.0540179003539536,-0.825792255958978
